"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2021-2731-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-2731-6/07/2022","04",0,"SA","Motor Cars - Sedan","2000","East",,,,,,"Unknown","Parked","000",,,
"2021-2732-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","East","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5117",,
"2021-2732-6/07/2022","02",0,"SA","Station Wagon","2018","East","Male","021","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5013",,
"2021-2733-6/07/2022","01",0,"SA","Station Wagon","2020","East","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5018",,
"2021-2733-6/07/2022","02",0,"SA","Motor Cars - Sedan","2007","East","Female","023","SA","C ","Full","Not Towing","Straight Ahead","001","5010",,
"2021-2734-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","East","Male","039","SA","MR","Full","Not Towing","Straight Ahead","001","5044",,
"2021-2734-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Parked","001","XXXX",,
"2021-2735-6/07/2022","01",1,"SA","RIGID TRUCK LGE GE 4.5T","2006","East","Male","028","SA","HR","Full","Not Towing","Straight Ahead","001","5038",,
"2021-2735-6/07/2022","02",0,"SA","Motor Cars - Sedan","2003","East","Female","034","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5019",,
"2021-2735-6/07/2022","03",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","East","Male","064","SA","MR","Full","Not Towing","Stopped on Carriageway","001","5022",,
"2021-2735-6/07/2022","04",0,"VIC","BDOUBLE - ROAD TRAIN","XXXX","East","Male","034","VIC","MC","Full",,"Straight Ahead","001","3250",,
"2021-2736-6/07/2022","01",1,,"Pedal Cycle",,"North","Male","056",,,,,"Straight Ahead","001","5072",,
"2021-2736-6/07/2022","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2021-2737-6/07/2022","01",0,"SA","Motor Cars - Sedan","2009","North","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2021-2737-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","North","Male","019","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5051",,
"2021-2737-6/07/2022","03",0,"SA","Utility","2010","North","Male","022","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5250",,
"2021-2738-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","North East","Female","037","O/S","C ","Full","Not Towing","Straight Ahead","001","5082",,
"2021-2738-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-2738-6/07/2022","03",0,"SA","Utility","2008","North East","Male","058","SA","C ","Full","Not Towing","Straight Ahead","002","5014",,
"2021-2739-6/07/2022","01",1,"SA","Motor Cars - Sedan","2002","South East","Male","026","SA","C ","Full","Not Towing","Swerving","001","5173","Y",
"2021-2740-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2021-2740-6/07/2022","02",0,"SA","Panel Van","2006","East",,,,,,"Trailer","Parked","000",,,
"2021-2741-6/07/2022","01",0,"SA","Motor Cars - Sedan","2000","North East","Female","031","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5047",,
"2021-2741-6/07/2022","02",0,"SA","Motor Cars - Sedan","2007","North East","Female","022","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2021-2741-6/07/2022","03",1,"SA","Motor Cars - Sedan","2014","North East","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2021-2742-6/07/2022","01",0,"SA","Station Wagon","2013","East","Male","092","SA","C ","Full","Not Towing","Left Turn","001","5024",,
"2021-2742-6/07/2022","02",0,"SA","SEMI TRAILER","2019","East","Male","039","SA","HC","Full","Not Towing","Stopped on Carriageway","001","5087",,
"2021-2743-6/07/2022","01",0,"WA","Motor Cars - Sedan","1992","South East","Male","027","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5092",,
"2021-2743-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-2744-6/07/2022","01",1,"SA","Motor Cars - Sedan","2003","East","Female","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5084",,
"2021-2745-6/07/2022","01",0,"SA","Station Wagon","2002","West","Male","072","SA","C ","Full","Not Towing","Straight Ahead","001","5221",,
"2021-2745-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5045",,
"2021-2746-6/07/2022","01",0,"SA","Utility","2015","North","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5234",,
"2021-2746-6/07/2022","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2021-2747-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2014","South","Male","055","SA","HR","Full","Trailer","Straight Ahead","001","5109",,
"2021-2747-6/07/2022","02",1,"SA","Motor Cars - Sedan","2007","South","Male","034","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5017",,
"2021-2747-6/07/2022","03",3,"SA","Station Wagon","2016","South","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5019",,
"2021-2747-6/07/2022","04",0,"SA","Station Wagon","2019","South","Female","050","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5019",,
"2021-2748-6/07/2022","01",0,"SA","Motor Cars - Sedan","1999","East","Male","080","SA","C ","Full","Not Towing","Right Turn","002","5017",,
"2021-2748-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","South","Male","042","SA","HC","Full","Not Towing","Straight Ahead","001","5013",,
"2021-2749-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","West","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2021-2749-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-2750-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","North","Male","050","SA","C ","Full","Not Towing","Straight Ahead","001","5032",,
"2021-2750-6/07/2022","02",0,"SA","Station Wagon","2018","East","Female","024","SA","C ","Provisional 2","Not Towing","Left Turn","003","5700",,
"2021-2751-6/07/2022","01",0,"SA","Station Wagon","2017","South West","Male","083","SA","LR","Full","Not Towing","Straight Ahead","001","5114",,
"2021-2751-6/07/2022","02",0,"SA","Utility","2006","North East","Male","021","SA","C ","Full","Not Towing","Right Turn","001","5453",,
"2021-2752-6/07/2022","01",1,"SA","Motor Cars - Sedan","2005","South West","Female","043","SA","C ","Full","Not Towing","Straight Ahead","001","5117",,
"2021-2752-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2020","North West","Male","030","SA","MR","Full","Not Towing","Straight Ahead","001","5086",,
"2021-2753-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","South East","Female","045","SA","C ","Full","Not Towing","Entering Private Driveway","001","5211",,
"2021-2753-6/07/2022","02",1,,"Pedal Cycle",,"South East","Male","012",,,,,"Straight Ahead","001","5211",,
"2021-2754-6/07/2022","01",0,"SA","Station Wagon","2018","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","XXXX",,
"2021-2754-6/07/2022","02",1,"SA","Taxi Cab","2019","North West","Male","025","SA","C ","Full","Not Towing","Right Turn","002","5098",,
"2021-2755-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","North","Female","057","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5070",,
"2021-2755-6/07/2022","02",0,"SA","Station Wagon","2008","North","Male","023","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2021-2756-6/07/2022","01",0,"SA","Motor Cars - Sedan","2007","North","Male","037","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2021-2756-6/07/2022","02",0,"SA","Station Wagon","2001","South","Male","021","SA","C ","Full","Not Towing","Right Turn","001","5162",,
"2021-2757-6/07/2022","01",0,"SA","Motor Cycle","2006","North","Male","027","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5082",,
"2021-2757-6/07/2022","02",0,"SA","Motor Cars - Sedan","1999","North","Female","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5085",,
"2021-2758-6/07/2022","01",0,"SA","SEMI TRAILER","2018","South East","Male","049","SA","MC","Full","Not Towing","Entering Private Driveway","001","5252",,
"2021-2758-6/07/2022","02",0,"SA","Utility","2020","South East","Male","056","SA","HRR ","Full","Not Towing","Overtaking - on Right","001","5019",,
"2021-2759-6/07/2022","01",2,"SA","Station Wagon","2005","North East","Female","051","SA","C ","Full","Not Towing","Straight Ahead","002","5417","Y",
"2021-2759-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-2760-6/07/2022","01",1,"SA","Motor Cars - Sedan","2009","South","Female","040","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5095",,
"2021-2760-6/07/2022","02",0,"SA","Panel Van","1996","South","Male","028","SA","HR","Full","Not Towing","Straight Ahead","001","5108",,
"2021-2761-6/07/2022","01",0,"SA","Station Wagon","2002","West","Male","062","SA","MR","Full","Not Towing","Straight Ahead","001","5162",,
"2021-2761-6/07/2022","02",0,"SA","Utility","2007","North","Male","071","SA","C ","Full","Not Towing","Right Turn","001","5161",,
"2021-2762-6/07/2022","01",0,"SA","Station Wagon","2001","South","Male","081","SA","LRR ","Full","Not Towing","Swerving","002","5075",,
"2021-2762-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2019","South","Male","064","SA","HC","Full","Trailer","Straight Ahead","001","5162",,
"2021-2763-6/07/2022","01",1,"SA","Utility","2016","South","Male","030","SA","C R ","Full","Not Towing","Stopped on Carriageway","002","5253",,
"2021-2763-6/07/2022","02",0,"SA","Utility","2015","South","Male","051","SA","C ","Full","Not Towing","Straight Ahead","001","5333",,
"2021-2764-6/07/2022","01",0,"SA","Motor Cars - Sedan","1998","South West","Male","017","SA","C ","Provisional 1 ","Not Towing","Right Turn","001","5173",,
"2021-2764-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2018","North West","Male","047","SA","HC","Full","Not Towing","Right Turn","001","5171",,
"2021-2765-6/07/2022","01",0,"SA","Station Wagon","2019","North","Male","043","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5116",,
"2021-2765-6/07/2022","02",0,"UNKNOWN","OMNIBUS","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2021-2766-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","East","Female","035","SA","C ","Full","Not Towing","Right Turn","001","5073",,
"2021-2766-6/07/2022","02",0,"SA","Motor Cars - Sedan","2008","North","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5089",,
"2021-2767-6/07/2022","01",1,,"Pedal Cycle",,"North East","Male","041",,,,,"Straight Ahead","001","5093",,
"2021-2767-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-2768-6/07/2022","01",0,"SA","Motor Cars - Sedan","2011","South East","Male","020","SA","C ","Provisional 1 ","Not Towing","Swerving","001","5073",,
"2021-2768-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-2768-6/07/2022","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-2769-6/07/2022","01",0,"SA","Motor Cars - Sedan","2000","East","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5131",,
"2021-2769-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-2770-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2012","South West","Male","030","SA","HC","Full","Not Towing","Stopped on Carriageway","002","5114",,
"2021-2770-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2014","South West","Male","033","SA","MR","Full","Not Towing","Straight Ahead","001","5033",,
"2021-2771-6/07/2022","01",0,"SA","Motor Cars - Sedan","2011","South West","Female","039","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2021-2771-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","North East","Male","022","SA","C ","Full","Not Towing","Right Turn","001","5096",,
"2021-2772-6/07/2022","01",0,"SA","Motor Cars - Sedan","2018","North","Male","066","SA","C ","Full","Not Towing","Left Turn","001","5090",,
"2021-2772-6/07/2022","02",0,"SA","Motor Cars - Sedan","2011","South West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5232",,
"2021-2773-6/07/2022","01",0,"SA","Utility","2019","South West","Male","051","SA","MRR ","Full","Not Towing","Straight Ahead","001","5051",,
"2021-2773-6/07/2022","02",1,"SA","Station Wagon","2019","South West","Female","067","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2021-2773-6/07/2022","03",0,"SA","Utility","2015","South West","Male","036","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5169",,
"2021-2774-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","West","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5044",,
"2021-2774-6/07/2022","02",0,"SA","Motor Cars - Sedan","2004","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2021-2774-6/07/2022","03",0,"SA","Station Wagon","2013","West","Male","032","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5042",,
"2021-2775-6/07/2022","01",1,"SA","Motor Cycle","2002","North","Male","039","WA","C R ","Full","Not Towing","Straight Ahead","001","5112",,
"2021-2775-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-2776-6/07/2022","01",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-2776-6/07/2022","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2021-2776-6/07/2022","03",0,"SA","Panel Van","2013","North","Male","063","SA","C ","Full","Not Towing","Straight Ahead","001","5252",,
"2021-2777-6/07/2022","01",1,,"Powered Scooter (E-Scooter)",,"West","Male","047",,,,,"Straight Ahead","001","5162",,
"2021-2777-6/07/2022","02",0,"SA","Motor Cars - Sedan","2010","East","Male","028","SA","C ","Full","Not Towing","Right Turn","001","5012",,
"2021-2778-6/07/2022","01",1,,"Pedestrian on Road",,"North East","Male","072",,,,,"Crossing without Control",,"5014",,
"2021-2778-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-2779-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","West","Male","085","SA","HR","Full","Not Towing","Straight Ahead","001","5068",,
"2021-2779-6/07/2022","02",0,"SA","Motor Cars - Sedan","2017","West","Female","059","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5082",,
"2021-2779-6/07/2022","03",0,"SA","Station Wagon","2019","West","Female","057","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2021-2780-6/07/2022","01",0,"SA","Utility","2006","South East","Male","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5014",,
"2021-2780-6/07/2022","02",0,"SA","Station Wagon","2018","South East","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5011",,
"2021-2781-6/07/2022","01",0,"SA","Station Wagon","2012","East","Female","043","SA","C ","Full","Not Towing","Right Turn","001","5085",,
"2021-2781-6/07/2022","02",0,"SA","Station Wagon","2010","West","Male","045","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2021-2782-6/07/2022","01",1,"SA","Motor Cars - Sedan","2005","North","Male","026","SA","C ","Full","Not Towing","Straight Ahead","001","5164",,
"2021-2782-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-2783-6/07/2022","01",0,"SA","Station Wagon","2014","South West","Male","047","SA","C ","Full","Not Towing","Right Turn","001","5086",,
"2021-2783-6/07/2022","02",0,"SA","Motor Cycle","2018","South West","Male","031","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5085",,
"2021-2784-6/07/2022","01",0,"SA","Utility","2002","West","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5231",,
"2021-2784-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","West","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5114",,
"2021-2784-6/07/2022","03",0,"SA","Motor Cars - Sedan","2009","West","Female","041","SA","C ","Full","Not Towing","Straight Ahead","001","5076",,
"2021-2784-6/07/2022","04",0,"SA","Motor Cars - Sedan","2019","West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2021-2784-6/07/2022","05",0,"SA","Motor Cars - Sedan","2005","West","Male","021","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5725",,
"2021-2785-6/07/2022","01",0,"SA","Station Wagon","2015","East","Male","045","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2021-2785-6/07/2022","02",0,"UNKNOWN","OMNIBUS","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2021-2786-6/07/2022","01",0,"SA","Station Wagon","2013","East","Male","051","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5023",,
"2021-2786-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5012",,
"2021-2786-6/07/2022","03",0,"SA","Motor Cars - Sedan","2007","East","Female","027","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5011",,
"2021-2786-6/07/2022","04",0,"SA","Motor Cars - Sedan","2009","East","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2021-2787-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","North East","Female","037","SA","C ","Full","Not Towing","Entering Private Driveway","001","5082",,
"2021-2787-6/07/2022","02",1,,"Pedal Cycle",,"South West","Male","038",,,,,"Straight Ahead","001","5075",,
"2021-2788-6/07/2022","01",0,"SA","Motor Cars - Sedan","1993","North East","Female","069","SA","C ","Full","Not Towing","Straight Ahead","001","5075",,
"2021-2788-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","South East","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5074",,
